texto,rotulo_masculino,rotulo_feminino
word312 word5 word357 word343 word204 word162 word61 word471 word464 word497 word190 word325 word63 word44 word239 word28 word198 word269 word171 word30 word154 word209 word63 word329 word57 word320 word208 word433 word308 word63 word248 word466 word141 word93 word107 word365 word88 word301 word108 word46 word77 word217 word169 word302 word129 word201 word196 word348 word268 word88 word253 word238 word73 word419 word358 word355 word161 word58 word384 word373 word291 word430 word340 word66,positiva,positiva
word60 word229 word259 word360 word5 word28 word254 word364 word462 word231 word395 word456 word357 word200 word332 word271 word339 word304 word383 word46 word28 word7 word232 word199 word94 word82 word88 word390 word186 word243 word68 word311 word451 word433 word374 word435 word187 word239 word390 word218 word108 word307 word38 word395 word436 word349 word276 word10 word26 word48 word347 word370 word14 word100 word187 word12 word372 word379 word279 word341 word328 word167 word122 word393 word472 word95 word25 word17 word426 word29,neutra,neutra
word282 word398 word237 word216 word432 word321 word302 word127 word493 word439 word94 word74 word128 word74 word476 word452 word462 word396 word438 word256 word448 word102 word47 word165 word458 word256 word425 word283 word426 word248 word204 word86 word324 word413 word164 word365 word57 word206 word396 word429 word148 word301 word279 word446 word470 word290 word21 word435 word137 word458 word369 word10 word308 word45 word436 word249 word30 word448 word225 word386 word177 word96 word429 word17 word28 word126 word301 word273 word499 word187 word142 word372 word138 word482 word462 word337 word229 word214 word274 word291 word432 word58 word371 word18 word180 word158 word256 word37 word296 word262 word79 word419 word154 word361 word347 word158,positiva,neutra
word211 word60 word428 word377 word395 word450 word431 word364 word364 word457 word213 word216 word226 word470 word131 word76 word476 word286 word474 word496 word277 word156 word248 word218 word190,negativa,negativa
word455 word112 word135 word411 word473 word470 word112 word13 word273 word233 word44 word397 word474 word73 word261 word231 word33 word388 word476 word410 word68 word16 word485 word150 word292 word102 word186 word439 word419 word25 word72 word81 word61 word18 word242 word58 word332 word377 word57 word97 word215 word319 word12 word11 word397 word163 word283 word217 word360 word323 word241 word345 word45 word458 word81 word255 word67 word493 word406 word102 word462 word91 word42 word276 word304 word274 word384 word77 word234 word454 word202,neutra,neutra
word469 word163 word180 word34 word41 word307 word431 word338 word314 word75 word441 word279 word176 word384 word150 word273 word325 word108 word139 word350 word271 word347 word419 word289 word212 word381 word272 word418 word66 word483 word424 word248 word156 word47 word423 word454 word201 word148 word124 word1 word456 word247 word343 word128 word191 word67 word4 word442 word409 word303 word294 word143,negativa,negativa
word380 word20 word35 word353 word243 word443 word469 word429 word270 word223 word406 word304 word158 word285 word36 word497 word298 word29 word391 word416 word397 word255 word397,negativa,positiva
word289 word484 word451 word453 word140 word441 word300 word13 word152 word428 word313 word352 word400 word480 word109 word485 word376 word356 word149 word367 word204 word307 word21 word60 word435 word21 word363 word382 word245,neutra,neutra
word491 word197 word476 word225 word395 word43 word454 word151 word296 word63 word130 word255 word463 word343 word214 word73 word431 word104 word158 word272 word315 word238 word303 word372 word158 word109 word9 word321 word59 word358 word192 word136 word251 word379 word436 word146 word347 word466 word352 word58 word177 word288 word245 word48 word301 word438 word356 word100 word213 word302 word480 word415 word165 word400 word430 word126 word302 word462 word121 word88 word217 word61 word302 word179 word190 word163 word81 word494 word170 word301 word374,neutra,neutra
word427 word432 word130 word22 word380 word389 word135 word20 word220 word333 word130 word32 word90 word259 word425 word298 word333 word249 word469 word173 word357 word471 word455 word401 word476 word384 word47,positiva,positiva
word154 word64 word158 word265 word121 word288 word11 word214 word162 word105 word402 word147 word182 word338 word37 word82 word12 word4 word495 word43 word411 word51 word261 word134 word461 word87 word362 word56 word217 word366 word68 word500 word352 word44 word143 word346 word42 word139 word73 word267 word194 word493 word155 word246 word314 word218 word456 word384 word253 word277 word277 word72 word129 word358 word186 word13 word329,neutra,neutra
word75 word294 word208 word83 word427 word437 word143 word474 word56 word361 word440 word287 word211 word441 word179 word408 word58 word73 word215 word388 word266 word447 word73 word467 word271 word499 word354 word234 word319 word19 word113 word63 word372 word184 word277 word162 word243 word145 word146 word81 word322 word435 word321 word43 word313 word394 word293 word176 word376 word69 word56 word119 word204 word420 word415 word55 word38 word243 word201 word236,neutra,neutra
word440 word257 word277 word278 word438 word4 word65 word435 word202 word63 word143 word244 word292 word285 word180 word174 word325 word413 word111 word175 word475 word153 word464 word400 word356 word217 word297 word449 word453 word489 word404 word453 word420 word477 word240 word226 word186 word48 word466 word386 word208 word157 word225 word144 word419 word111 word318 word363 word362 word465 word132 word113 word324 word435 word89 word161 word334 word408 word75 word281 word412 word7 word113 word36 word266 word113 word292 word223 word211 word18 word241 word134 word220 word391 word102 word140 word169 word498 word191 word482 word25 word465 word437 word33 word343 word329 word6 word446 word194 word230 word137 word323,neutra,neutra
word214 word32 word186 word174 word54 word161 word250 word489 word251 word423 word279 word171 word183 word2 word194 word166 word247 word499 word413 word244 word110 word380 word323 word487 word71 word164 word285 word375 word421 word113 word228 word471 word301 word16 word496 word31 word162 word306 word193 word210 word378 word446 word232 word427 word184 word15 word432 word305 word209 word172 word266 word20 word70 word8 word429 word34 word224 word179 word246 word490 word260 word108 word242 word423 word468 word24 word216 word55 word26 word281 word292 word327 word458,neutra,neutra
word28 word149 word420 word280 word182 word166 word17 word150 word339 word45 word330 word189 word139 word61 word294 word322 word33 word299 word415 word112 word291 word37 word431 word495 word100 word23 word420 word424 word487 word218 word89 word209 word271 word421 word237 word388 word406 word209 word278 word465 word206 word78 word401 word328 word98 word346 word365 word350 word470 word336 word94 word80 word38 word408 word228 word483 word134 word196 word466 word390 word282 word101,neutra,neutra
word441 word307 word216 word403 word283 word319 word444 word61 word61 word215 word382 word45 word405 word172 word221 word385 word95 word347 word44 word228 word62 word317 word219 word335 word89 word112 word207 word488 word467 word367 word306 word203 word297 word33 word489 word215 word12 word2 word363 word149 word142 word290 word207 word341 word192 word407 word341 word306 word398 word469 word252 word204 word362 word46 word374 word495 word261 word66 word150 word70 word364 word2 word29 word256 word61 word100 word384 word455 word144 word192 word353 word353 word270 word299 word460 word427 word326 word311 word204 word245,positiva,positiva
word359 word468 word70 word201 word308 word252 word287 word410 word292 word154 word412 word133 word371 word74 word274 word271 word185 word353 word5 word293 word360 word86 word214 word406 word436 word15 word273 word51 word253 word45 word191 word122 word412 word187 word214 word149 word170 word209 word453 word82 word401 word196 word246 word391 word345 word357 word40 word168 word43 word329 word211 word179 word457 word23 word95 word160 word244,neutra,neutra
word383 word161 word201 word369 word308 word377 word33 word73 word462 word352 word293 word198 word325 word388 word316 word240 word464 word74 word31 word479 word14 word205 word316 word68 word128 word494 word26 word408 word184 word137 word291 word106 word463 word24 word415 word339 word450 word194 word169 word36 word101 word34 word377 word39 word211 word230 word279 word80 word238 word172 word326 word442 word59 word410 word22 word365 word367 word344 word238 word296 word341 word94 word244 word11 word117 word265 word12 word154 word38 word499 word131 word382 word225 word143 word431 word389 word54 word24 word395 word121 word119 word161 word471 word74 word185 word436 word192 word427 word220 word487 word121 word209 word384,positiva,positiva
word137 word421 word74 word36 word101 word476 word156 word426 word255 word171 word469 word216 word170 word252 word360 word322 word55 word456 word432 word91 word278 word101 word155 word377 word349 word451 word364 word141 word173 word10 word228 word265 word438 word248 word247 word155 word34 word499 word129 word160 word89 word93 word327 word241 word323 word468 word404 word117 word94 word163 word99 word113 word359 word91 word346 word206 word17 word274 word173 word116 word349 word468 word181,negativa,negativa
